"taxon_name","accepted_wcvp_name","accepted_wcvp_name_binomial"
"Symphyotrichum ericoides (L.) G.L. Nesom var. ericoides","Symphyotrichum ericoides var. ericoides","Symphyotrichum ericoides"
"Symphyotrichum expansum (Poepp. ex Spreng.) G.L. Nesom","Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom","Symphyotrichum expansum"
"Symphyotrichum falcatum (Lindl.) G.L. Nesom","Symphyotrichum falcatum (Lindl.) G.L.Nesom","Symphyotrichum falcatum"
"Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom","Symphyotrichum falcatum var. commutatum (Torr. & A.Gray) G.L.Nesom","Symphyotrichum falcatum"
"Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom","Symphyotrichum foliaceum (Lindl. ex DC.) G.L.Nesom","Symphyotrichum foliaceum"
"Symphyotrichum georgianum (Alexander) G.L. Nesom","Symphyotrichum georgianum (Alexander ex Small) G.L.Nesom","Symphyotrichum georgianum"
"Symphyotrichum laeve (L.) Á. Löve & D. Löve","Symphyotrichum laeve (L.) Á.Löve & D.Löve","Symphyotrichum laeve"
"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom","Symphyotrichum laeve var. geyeri (A.Gray) G.L.Nesom","Symphyotrichum laeve"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. lanceolatum","Symphyotrichum lanceolatum (Willd.) G.L.Nesom","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom","Symphyotrichum lanceolatum (Willd.) G.L.Nesom","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum","Symphyotrichum lanceolatum subsp. lanceolatum","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom","Symphyotrichum lanceolatum var. hesperium (A.Gray) G.L.Nesom","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium","Symphyotrichum lanceolatum (Willd.) G.L.Nesom","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. interior (Wiegand) G.L. Nesom","Symphyotrichum lanceolatum (Willd.) G.L.Nesom","Symphyotrichum lanceolatum"
"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve","Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve","Symphyotrichum lateriflorum"
"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum","Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum","Symphyotrichum lateriflorum"
"Symphyotrichum novae-angliae (L.) G.L. Nesom","Symphyotrichum novae-angliae (L.) G.L.Nesom","Symphyotrichum novae-angliae"
"Symphyotrichum oblongifolium (Nutt.) G.L. Nesom","Symphyotrichum oblongifolium (Nutt.) G.L.Nesom","Symphyotrichum oblongifolium"
"Symphyotrichum oolentangiense (Riddell) G.L. Nesom","Symphyotrichum oolentangiense (Riddell) G.L.Nesom","Symphyotrichum oolentangiense"
"Symphyotrichum patens (Aiton) G.L. Nesom","Symphyotrichum patens (Aiton) G.L.Nesom","Symphyotrichum patens"
"Symphyotrichum patens (Aiton) G.L. Nesom var. patens","Symphyotrichum patens var. patens","Symphyotrichum patens"
"Symphyotrichum patens (Aiton) G.L. Nesom var. patentissimum (Lindl. ex DC.) G.L. Nesom","Symphyotrichum patens var. patentissimum (Lindl.) G.L.Nesom","Symphyotrichum patens"
"Symphyotrichum pilosum (Willd.) G.L. Nesom","Symphyotrichum pilosum (Willd.) G.L.Nesom","Symphyotrichum pilosum"
"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum","Symphyotrichum pilosum var. pilosum","Symphyotrichum pilosum"
"Symphyotrichum porteri (A. Gray) G.L. Nesom","Symphyotrichum porteri (A.Gray) G.L.Nesom","Symphyotrichum porteri"
"Symphyotrichum praealtum (Poir.) G.L. Nesom","Symphyotrichum praealtum (Poir.) G.L.Nesom","Symphyotrichum praealtum"
"Symphyotrichum praealtum (Poir.) G.L. Nesom var. nebraskense (Britton) G.L. Nesom","Symphyotrichum praealtum (Poir.) G.L.Nesom","Symphyotrichum praealtum"
"Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L. Nesom","Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L.Nesom","Symphyotrichum prenanthoides"
"Symphyotrichum puniceum (L.) Á. Löve & D. Löve","Symphyotrichum puniceum (L.) Á.Löve & D.Löve","Symphyotrichum puniceum"
"Symphyotrichum puniceum (L.) Á. Löve & D. Löve var. puniceum","Symphyotrichum puniceum var. puniceum","Symphyotrichum puniceum"
"Symphyotrichum racemosum (Elliott) G.L. Nesom","Symphyotrichum racemosum (Elliott) G.L.Nesom","Symphyotrichum racemosum"
"Symphyotrichum robynsianum (Rouss.) L. Brouillet & Labrecque","Symphyotrichum robynsianum (J.Rousseau) Brouillet & Labrecque","Symphyotrichum robynsianum"
"Symphyotrichum sericeum (Vent.) G.L. Nesom","Symphyotrichum sericeum (Vent.) G.L.Nesom","Symphyotrichum sericeum"
"Symphyotrichum shortii (Lindl.) G.L. Nesom","Symphyotrichum shortii (Lindl.) G.L.Nesom","Symphyotrichum shortii"
"Symphyotrichum sp.","Symphyotrichum sp.","Symphyotrichum sp."
"Symphyotrichum spp.","Symphyotrichum spp.","Symphyotrichum sp."
"Symphyotrichum spathulatum (Lindl.) G.L. Nesom","Symphyotrichum spathulatum (Lindl.) G.L.Nesom","Symphyotrichum spathulatum"
"Symphyotrichum subulatum (Michx.) G.L. Nesom","Symphyotrichum subulatum (Michx.) G.L.Nesom","Symphyotrichum subulatum"
"Symphyotrichum undulatum (L.) G.L. Nesom","Symphyotrichum undulatum (L.) G.L.Nesom","Symphyotrichum undulatum"
"Symphyotrichum urophyllum (Lindl.) G.L. Nesom","Symphyotrichum urophyllum (Lindl.) G.L.Nesom","Symphyotrichum urophyllum"
"Symphytum sp.","Symphytum sp.","Symphytum sp."
"Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton","Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton","Symplocarpus foetidus"
"Symplocos tinctoria (L.) L'Hér.","Symplocos tinctoria (L.) L'Hér.","Symplocos tinctoria"
"Synedrella nodiflora (L.) Gaertn.","Synedrella nodiflora (L.) Gaertn.","Synedrella nodiflora"
"Syngonanthus flavidulus (Michx.) Ruhl.","Syngonanthus flavidulus (Michx.) Ruhland","Syngonanthus flavidulus"
"Syngonanthus sp.","Syngonanthus sp.","Syngonanthus sp."
"Syringa vulgaris L.","Syringa vulgaris L.","Syringa vulgaris"
"Cymodocea filiformis (Kütz.) Correll","Syringodium filiforme Kütz.","Syringodium filiforme"
"Tabebuia heterophylla (DC.) Britton","Tabebuia heterophylla (DC.) Britton","Tabebuia heterophylla"
"Phemeranthus aurantiacus (Engelm.) Kiger","Talinum aurantiacum Engelm.","Talinum aurantiacum"
"Talinum triangulare (Jacq.) Willd.","Talinum fruticosum (L.) Juss.","Talinum fruticosum"
"Talinum paniculatum (Jacq.) Gaertn.","Talinum paniculatum (Jacq.) Gaertn.","Talinum paniculatum"
"Persea borbonia (L.) Spreng.","Tamala borbonia (L.) Raf.","Tamala borbonia"
"Persea palustris (Raf.) Sarg.","Tamala palustris Raf.","Tamala palustris"
"Tamarindus indica L.","Tamarindus indica L.","Tamarindus indica"
"Tamonea boxiana (Moldenke) Howard","Tamonea boxiana (Moldenke) R.A.Howard","Tamonea boxiana"
"Tanacetum vulgare L.","Tanacetum vulgare L.","Tanacetum vulgare"
"Taraxacum laevigatum (Willd.) DC.","Taraxacum erythrospermum Andrz. ex Besser","Taraxacum erythrospermum"
"Taraxacum officinale F.H. Wigg. ssp. officinale","Taraxacum officinale F.H. Wigg. ssp. officinale","Taraxacum officinale"
"Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.","Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.","Taraxacum officinale"
"Taraxacum phymatocarpum J. Vahl","Taraxacum phymatocarpum J.Vahl","Taraxacum phymatocarpum"
"Taraxacum officinale F.H. Wigg.","Taraxacum sect. Taraxacum F.H.Wigg.","Taraxacum sect."
"Taraxacum sp.","Taraxacum sp.","Taraxacum sp."
"Taraxacum spp.","Taraxacum spp.","Taraxacum sp."
"Taxiphyllum taxirameum (Mitt.) Fleisch.","Taxiphyllum taxirameum (Mitt.) Fleisch.","Taxiphyllum taxirameum"
"Taxodium distichum (L.) Rich.","Taxodium distichum (L.) Rich.","Taxodium distichum"
"Taxus brevifolia Nutt.","Taxus brevifolia Nutt.","Taxus brevifolia"
"Taxus canadensis Marshall","Taxus canadensis Marshall","Taxus canadensis"
"Tectaria fimbriata (Willd.) Proctor & Lourteig","Tectaria fimbriata (Willd.) Proctor & Lourteig","Tectaria fimbriata"
"Tellima grandiflora (Pursh) Douglas ex Lindl.","Tellima grandiflora (Pursh) Douglas ex Lindl.","Tellima grandiflora"
"Tellima sp.","Tellima sp.","Tellima sp."
"Tephroseris atropurpurea (Ledeb.) Holub ssp. atropurpurea","Tephroseris atropurpurea (Ledeb.) Holub ssp. atropurpurea","Tephroseris atropurpurea"
"Tephroseris atropurpurea (Ledeb.) Holub ssp. frigida (Richardson) Á. Löve & D. Löve","Tephroseris frigida (Richardson) Holub","Tephroseris frigida"
"Tephroseris atropurpurea (Ledeb.) Holub","Tephroseris integrifolia subsp. atropurpurea (Ledeb.) B.Nord.","Tephroseris integrifolia"
"Tephroseris sp.","Tephroseris sp.","Tephroseris sp."
"Tephrosia angustissima Shuttlw. ex Chapm. var. curtissii (Small ex Rydb.) Isely","Tephrosia angustissima var. curtissii (Small ex Rydb.) Isely","Tephrosia angustissima"
"Tephrosia chrysophylla Pursh","Tephrosia chrysophylla Pursh","Tephrosia chrysophylla"
"Tephrosia florida (F.G. Dietr.) C.E. Wood","Tephrosia florida (F.Dietr.) C.E.Wood","Tephrosia florida"
"Tephrosia hispidula (Michx.) Pers.","Tephrosia hispidula (Michx.) Pers.","Tephrosia hispidula"
"Tephrosia lindheimeri A. Gray","Tephrosia lindheimeri A.Gray","Tephrosia lindheimeri"
"Tephrosia mysteriosa","Tephrosia mysteriosa DeLaney","Tephrosia mysteriosa"
"Tephrosia rugelii Shuttlw. ex B.L. Rob.","Tephrosia rugelii Shuttlew. ex B.L.Rob.","Tephrosia rugelii"
"Tephrosia senna Kunth","Tephrosia senna Kunth","Tephrosia senna"
"Tephrosia sp.","Tephrosia sp.","Tephrosia sp."
"Tephrosia spicata (Walter) Torr. & A. Gray","Tephrosia spicata (Walter) Torr. & A.Gray","Tephrosia spicata"
"Tephrosia virginiana (L.) Pers.","Tephrosia virginiana (L.) Pers.","Tephrosia virginiana"
"Tephrosia ×floridana (Vail) Isely","Tephrosia × intermedia (Small) G.L.Nesom & Zarucchi","Tephrosia × intermedia"
"Teramnus labialis (L. f.) Spreng.","Teramnus labialis (L.f.) Spreng.","Teramnus labialis"
"Bucida buceras L.","Terminalia buceras (L.) C.Wright","Terminalia buceras"
"Terminalia catappa L.","Terminalia catappa L.","Terminalia catappa"
"Tetraclea coulteri A. Gray","Tetraclea coulteri A.Gray","Tetraclea coulteri"
"Tetradium daniellii (Benn.) T.G. Hartley","Tetradium daniellii (Benn.) T.G.Hartley","Tetradium daniellii"
"Tetradymia canescens DC.","Tetradymia canescens DC.","Tetradymia canescens"
"Tetradymia glabrata Torr. & A. Gray","Tetradymia glabrata Torr. & A.Gray","Tetradymia glabrata"
"Tetradymia nuttallii Torr. & A. Gray","Tetradymia nuttallii Torr. & A.Gray","Tetradymia nuttallii"
"Tetradymia sp.","Tetradymia sp.","Tetradymia sp."
"Tetradymia spp.","Tetradymia spp.","Tetradymia sp."
"Tetradymia spinosa Hook. & Arn.","Tetradymia spinosa Hook. & Arn.","Tetradymia spinosa"
"Tetragonotheca helianthoides L.","Tetragonotheca helianthoides L.","Tetragonotheca helianthoides"
"Tetramerium nervosum Nees","Tetramerium nervosum Nees","Tetramerium nervosum"
"Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","Tetraneuris acaulis var. caespitosa A.Nelson","Tetraneuris acaulis"
"Tetraneuris acaulis (Pursh) Greene var. arizonica (Greene) K.F. Parker","Tetraneuris acaulis var. arizonica (Greene) K.F.Parker","Tetraneuris acaulis"
"Tetraneuris acaulis (Pursh) Greene","Tetraneuris acaulis Greene","Tetraneuris acaulis"
"Tetraneuris acaulis (Pursh) Greene var. acaulis","Tetraneuris acaulis var. acaulis","Tetraneuris acaulis"
"Tetraneuris linearifolia (Hook.) Greene","Tetraneuris linearifolia Greene","Tetraneuris linearifolia"
"Teucrium canadense L.","Teucrium canadense L.","Teucrium canadense"
"Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling","Teucrium canadense var. occidentale (A.Gray) E.M.McClint. & Epling","Teucrium canadense"
"Teucrium sp.","Teucrium sp.","Teucrium sp."
"Thalictrum alpinum L.","Thalictrum alpinum L.","Thalictrum alpinum"
"Thalictrum dasycarpum Fisch. & Avé-Lall.","Thalictrum dasycarpum Fisch., C.A.Mey. & Avé-Lall.","Thalictrum dasycarpum"
"Thalictrum dioicum L.","Thalictrum dioicum L.","Thalictrum dioicum"
"Thalictrum fendleri Engelm. ex A. Gray","Thalictrum fendleri Engelm. ex A.Gray","Thalictrum fendleri"
"Thalictrum fendleri Engelm. ex A. Gray var. fendleri","Thalictrum fendleri Engelm. ex A. Gray var. fendleri","Thalictrum fendleri"
"Thalictrum occidentale A. Gray","Thalictrum occidentale A.Gray","Thalictrum occidentale"
"Thalictrum pubescens Pursh","Thalictrum pubescens Pursh","Thalictrum pubescens"
"Thalictrum revolutum DC.","Thalictrum pubescens Pursh","Thalictrum pubescens"
"Thalictrum sp.","Thalictrum sp.","Thalictrum sp."
"Thalictrum spp.","Thalictrum spp.","Thalictrum sp."
"Thelesperma filifolium (Hook.) A. Gray","Thelesperma filifolium (Hook.) A.Gray","Thelesperma filifolium"
"Thelesperma filifolium (Hook.) A. Gray var. filifolium","Thelesperma filifolium (Hook.) A. Gray var. filifolium","Thelesperma filifolium"
"Thelesperma filifolium (Hook.) A. Gray var. intermedium (Rydb.) Shinners","Thelesperma filifolium (Hook.) A.Gray","Thelesperma filifolium"
"Thelesperma megapotamicum (Spreng.) Kuntze","Thelesperma megapotamicum (Spreng.) Herter","Thelesperma megapotamicum"
"Thelesperma ambiguum A. Gray","Thelesperma megapotamicum var. ambiguum (A.Gray) Shinners","Thelesperma megapotamicum"
"Thelesperma sp.","Thelesperma sp.","Thelesperma sp."
"Thelypodiopsis elegans (M.E. Jones) Rydb.","Thelypodiopsis elegans (M.E.Jones) Rydb.","Thelypodiopsis elegans"
"Thelypteris kunthii (Desv.) Morton","Thelypteris kunthii (Desv.) C.V.Morton","Thelypteris kunthii"
"Thelypteris noveboracensis (L.) Nieuwl.","Thelypteris noveboracensis (L.) Nieuwl.","Thelypteris noveboracensis"
"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald","Thelypteris palustris subsp. pubescens (G.Lawson) Fraser-Jenk.","Thelypteris palustris"
"Thelypteris palustris Schott","Thelypteris palustris Schott","Thelypteris palustris"
"Thelypteris parasitica (L.) Fosberg","Thelypteris parasitica (L.) Tardieu","Thelypteris parasitica"
"Thelypteris simulata (Davenport) Nieuwl.","Thelypteris simulata (Davenp.) Nieuwl.","Thelypteris simulata"
"Pneumatopteris sandwicensis (Brack.) Holttum","Thelypteris stegnogrammoides (Baker) Fosberg","Thelypteris stegnogrammoides"
"Themeda villosa (Poir.) A. Camus","Themeda villosa (Poir.) A.Camus","Themeda villosa"
"Thermopsis divaricarpa A. Nelson","Thermopsis divaricarpa A.Nelson","Thermopsis divaricarpa"
"Thermopsis montana Nutt.","Thermopsis montana Nutt.","Thermopsis montana"
"Thinopyrum intermedium (Host) Barkworth & D.R. Dewey","Thinopyrum intermedium (Host) Barkworth & D.R.Dewey","Thinopyrum intermedium"
"Thlaspi arvense L.","Thlaspi arvense L.","Thlaspi arvense"
"Thlaspi sp.","Thlaspi sp.","Thlaspi sp."
"Thouinia striata Radlk. var. portoricensis (Radlk.) Votava & Alain","Thouinia striata var. portoricensis (Radlk.) Votava & Alain","Thouinia striata"
"Thouinia striata Radlk. var. striata","Thouinia striata var. striata","Thouinia striata"
"Thuja occidentalis L.","Thuja occidentalis L.","Thuja occidentalis"
"Thuja plicata Donn ex D. Don","Thuja plicata Donn ex D.Don","Thuja plicata"
"Thunbergia fragrans Roxb.","Thunbergia fragrans Roxb.","Thunbergia fragrans"
"Thymophylla acerosa (DC.) Strother","Thymophylla acerosa (DC.) Strother","Thymophylla acerosa"
"Thymophylla pentachaeta (DC.) Small","Thymophylla pentachaeta (DC.) Small","Thymophylla pentachaeta"
"Thymophylla sp.","Thymophylla sp.","Thymophylla sp."
"Trachelospermum difforme (Walter) A. Gray","Thyrsanthella difformis (Walter) Pichon","Thyrsanthella difformis"
"Thysanocarpus curvipes Hook.","Thysanocarpus curvipes Hook.","Thysanocarpus curvipes"
"Thysanocarpus sp.","Thysanocarpus sp.","Thysanocarpus sp."
"Tiarella cordifolia L. var. cordifolia","Tiarella cordifolia L. var. cordifolia","Tiarella cordifolia"
"Tiarella cordifolia L.","Tiarella cordifolia L.","Tiarella cordifolia"
"Tiarella cordifolia L. var. collina Wherry","Tiarella cordifolia L.","Tiarella cordifolia"
"Tiarella sp.","Tiarella sp.","Tiarella sp."
"Tiarella trifoliata L. var. trifoliata","Tiarella trifoliata var. trifoliata","Tiarella trifoliata"
"Tiarella trifoliata L. var. unifoliata (Hook.) Kurtz","Tiarella trifoliata var. unifoliata (Hook.) Kurtz","Tiarella trifoliata"
"Tiarella trifoliata L.","Tiarella trifoliata L.","Tiarella trifoliata"
"Tidestromia lanuginosa (Nutt.) Standl.","Tidestromia lanuginosa (Nutt.) Standl.","Tidestromia lanuginosa"
"Tidestromia sp.","Tidestromia sp.","Tidestromia sp."
"Oxypolis filiformis (Walter) Britton","Tiedemannia filiformis (Walter) Feist & S.R.Downie","Tiedemannia filiformis"
"Tilia americana L.","Tilia americana L.","Tilia americana"
"Tilia americana L. var. caroliniana (Mill.) Castigl.","Tilia americana L.","Tilia americana"
"Tilia cordata Mill.","Tilia cordata Mill.","Tilia cordata"
"Tilia americana L. var. americana","Tilia mexicana Schltdl.","Tilia mexicana"
"Tilia sp.","Tilia sp.","Tilia sp."
"Tillandsia bartramii Elliott","Tillandsia bartramii Elliott","Tillandsia bartramii"
"Tillandsia fasciculata Sw.","Tillandsia fasciculata Sw.","Tillandsia fasciculata"
"Tillandsia recurvata (L.) L.","Tillandsia recurvata (L.) L.","Tillandsia recurvata"
"Tillandsia setacea Sw.","Tillandsia setacea Sw.","Tillandsia setacea"
"Tillandsia sp.","Tillandsia sp.","Tillandsia sp."
"Tillandsia spp.","Tillandsia spp.","Tillandsia sp."
"Tillandsia usneoides (L.) L.","Tillandsia usneoides (L.) L.","Tillandsia usneoides"
"Tillandsia utriculata L.","Tillandsia utriculata L.","Tillandsia utriculata"
"Tipularia discolor (Pursh) Nutt.","Tipularia discolor (Pursh) Nutt.","Tipularia discolor"
"Tiquilia canescens (DC.) A.T. Richardson","Tiquilia canescens (DC.) A.T.Richardson","Tiquilia canescens"
"Tiquilia canescens (DC.) A.T. Richardson var. canescens","Tiquilia canescens var. canescens","Tiquilia canescens"
"Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson","Tiquilia hispidissima (Torr. & A.Gray) A.T.Richardson","Tiquilia hispidissima"
"Tithonia rotundifolia (Mill.) S.F. Blake","Tithonia rotundifolia (Mill.) S.F.Blake","Tithonia rotundifolia"
"Tofieldia coccinea Richardson","Tofieldia coccinea Richardson","Tofieldia coccinea"
"Tofieldia pusilla (Michx.) Pers.","Tofieldia pusilla (Michx.) Pers.","Tofieldia pusilla"
"Tofieldia sp.","Tofieldia sp.","Tofieldia sp."
"Tolmiea menziesii (Pursh) Torr. & A. Gray","Tolmiea menziesii (Pursh) Torr. & A.Gray","Tolmiea menziesii"
"Draba cuneifolia Nutt. ex Torr. & A. Gray","Tomostima cuneifolia (Nutt.) Al-Shehbaz, M.Koch & Jordon-Thaden","Tomostima cuneifolia"
"Draba reptans (Lam.) Fernald","Tomostima reptans (Lam.) Al-Shehbaz, M.Koch & Jordon-Thaden","Tomostima reptans"
"Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","Tonestus pygmaeus A.Nelson","Tonestus pygmaeus"
"Torilis arvensis (Huds.) Link","Torilis arvensis (Huds.) Link","Torilis arvensis"
"Torilis arvensis (Huds.) Link ssp. arvensis","Torilis arvensis subsp. arvensis","Torilis arvensis"
"Torilis sp.","Torilis sp.","Torilis sp."
"Torreyochloa sp.","Torreyochloa sp.","Torreyochloa sp."
"Pseudostellaria jamesiana (Torr.) W.A. Weber & R.L. Hartm.","Torreyostellaria jamesiana (Torr.) Gang Yao, B.Xue & Z.Q.Song","Torreyostellaria jamesiana"
"Urera glabra (Hook. & Arn.) Weddell","Touchardia sandwicensis (Wedd.) ined.","Touchardia sandwicensis"
"Townsendia annua Beaman","Townsendia annua Beaman","Townsendia annua"
"Townsendia grandiflora Nutt.","Townsendia grandiflora Nutt.","Townsendia grandiflora"
"Townsendia hookeri Beaman","Townsendia hookeri Beaman","Townsendia hookeri"
"Townsendia incana Nutt.","Townsendia incana Nutt.","Townsendia incana"
"Townsendia jonesii (Beaman) Reveal","Townsendia jonesii (Beaman) Reveal","Townsendia jonesii"
"Townsendia parryi D.C. Eaton","Townsendia parryi Eaton","Townsendia parryi"
